Date,Team_1,Team_2,T1_Score,T2_Score,T1_Sum,T1_BP,T1_Ratio,T1_Srv_Sum,T1_Srv_Err,T1_Srv_Ace,T1_Srv_Eff,T1_Rec_Sum,T1_Rec_Err,T1_Rec_Pos,T1_Rec_Perf,T1_Att_Sum,T1_Att_Err,T1_Att_Blk,T1_Att_Kill,T1_Att_Kill_Perc,T1_Att_Eff,T1_Blk_Sum,T1_Blk_As,T2_Sum,T2_BP,T2_Ratio,T2_Srv_Sum,T2_Srv_Err,T2_Srv_Ace,T2_Srv_Eff,T2_Rec_Sum,T2_Rec_Err,T2_Rec_Pos,T2_Rec_Perf,T2_Att_Sum,T2_Att_Err,T2_Att_Blk,T2_Att_Kill,T2_Att_Kill_Perc,T2_Att_Eff,T2_Blk_Sum,T2_Blk_As,Winner
"30.10.2016, 14:45",Asseco Resovia,Czarni Radom,3,0,50.0,73.0,13.0,9.0,"4,33",33.0,3,11.0,17.0,51%,9,27%,54.0,2.0,3.0,29,54%,8.0,"2,67",36,51,3,18,"1,00",64,13,21,25,39%,9,14%,68,5,8,30,44%,3,"1,00",0
"29.10.2016, 17:00",Cuprum Lubin,Stocznia Szczecin,3,0,60.0,75.0,6.0,10.0,"2,00",42.0,1,13.0,21.0,50%,11,26%,69.0,0.0,2.0,43,62%,11.0,"3,67",37,51,1,9,"0,33",65,6,16,32,49%,14,21%,86,5,11,34,40%,2,"0,67",0
"29.10.2016, 14:45",PGE Skra Bełchatów,Trefl Gdańsk,3,0,60.0,79.0,8.0,14.0,"2,67",50.0,1,14.0,27.0,54%,16,32%,92.0,7.0,7.0,41,45%,11.0,"3,67",40,63,1,13,"0,33",64,8,22,22,34%,12,18%,78,7,11,32,41%,7,"2,33",0
"05.11.2016, 17:00",Trefl Gdańsk,Projekt Warszawa,3,1,65.0,97.0,7.0,13.0,"1,75",64.0,5,17.0,32.0,50%,11,17%,94.0,10.0,6.0,47,50%,11.0,"2,75",57,82,5,18,"1,25",84,7,26,41,48%,23,27%,108,9,11,46,43%,6,"1,50",0
"05.11.2016, 14:45",Cuprum Lubin,PGE Skra Bełchatów,0,3,46.0,63.0,2.0,14.0,"0,67",62.0,2,17.0,27.0,43%,9,14%,78.0,2.0,6.0,37,47%,7.0,"2,33",58,73,2,11,"0,67",49,2,9,28,57%,14,28%,82,3,7,50,61%,6,"2,00",1
"05.11.2016, 17:00",Czarni Radom,Stocznia Szczecin,3,1,72.0,101.0,5.0,20.0,"1,25",72.0,4,12.0,36.0,50%,27,37%,105.0,6.0,10.0,59,56%,8.0,"2,00",60,89,4,17,"1,00",80,5,13,43,53%,19,23%,99,8,8,46,46%,10,"2,50",0
"04.11.2016, 20:15",Jastrzębski Węgiel,Asseco Resovia,3,1,72.0,97.0,6.0,11.0,"1,50",70.0,6,20.0,27.0,38%,16,22%,102.0,5.0,8.0,57,56%,9.0,"2,25",64,84,6,14,"1,50",86,6,12,40,46%,18,20%,103,7,9,50,49%,8,"2,00",0
"05.11.2016, 20:00",GKS Katowice,ZAKSA Kędzierzyn-Koźle,0,3,42.0,63.0,4.0,12.0,"1,33",64.0,5,21.0,16.0,25%,10,15%,92.0,5.0,12.0,33,36%,5.0,"1,67",57,77,5,13,"1,67",51,4,13,20,39%,11,21%,87,4,5,40,46%,12,"4,00",1
"05.11.2016, 17:00",Chemik Bydgoszcz,MKS Będzin,3,0,50.0,74.0,2.0,9.0,"0,67",50.0,1,9.0,28.0,56%,14,28%,82.0,3.0,7.0,39,48%,9.0,"3,00",47,61,1,11,"0,33",65,2,17,34,52%,9,13%,86,11,9,39,45%,7,"2,33",0
"07.11.2016, 18:00",AZS Olsztyn,Społem Kielce,3,0,54.0,73.0,3.0,8.0,"1,00",52.0,5,14.0,23.0,44%,10,19%,84.0,9.0,5.0,42,50%,9.0,"3,00",45,65,5,13,"1,67",65,3,17,35,53%,15,23%,82,7,9,35,43%,5,"1,67",0
"05.11.2016, 17:00",AZS Częstochowa,BBTS Bielsko-Biała,3,2,75.0,101.0,5.0,17.0,"1,00",87.0,3,26.0,45.0,51%,24,27%,114.0,6.0,9.0,57,50%,13.0,"2,60",70,100,3,13,"0,60",84,5,30,40,47%,21,25%,119,9,13,58,49%,9,"1,80",0
"21.12.2016, 19:30",Projekt Warszawa,BBTS Bielsko-Biała,1,3,66.0,93.0,6.0,12.0,"1,50",81.0,2,22.0,46.0,56%,25,30%,116.0,13.0,6.0,57,49%,3.0,"0,75",66,94,2,13,"0,50",81,6,28,34,41%,12,14%,115,9,3,58,50%,6,"1,50",1
"12.11.2016, 17:00",Społem Kielce,AZS Częstochowa,3,1,71.0,93.0,5.0,15.0,"1,25",77.0,2,27.0,36.0,46%,19,24%,113.0,11.0,10.0,56,50%,10.0,"2,50",57,90,2,13,"0,50",78,5,26,34,43%,21,26%,107,7,10,45,42%,10,"2,50",0
"12.11.2016, 20:00",MKS Będzin,AZS Olsztyn,2,3,67.0,91.0,3.0,15.0,"0,60",93.0,4,16.0,54.0,58%,26,27%,126.0,17.0,14.0,53,42%,11.0,"2,20",74,108,4,15,"0,80",76,3,20,33,43%,11,14%,106,8,11,56,53%,14,"2,80",1
"12.11.2016, 17:00",ZAKSA Kędzierzyn-Koźle,Chemik Bydgoszcz,3,1,71.0,94.0,5.0,15.0,"1,25",67.0,3,18.0,32.0,47%,14,20%,101.0,7.0,4.0,61,60%,5.0,"1,25",59,83,3,16,"0,75",79,5,24,33,41%,13,16%,98,7,5,52,53%,4,"1,00",0
"12.11.2016, 17:00",Asseco Resovia,GKS Katowice,2,3,75.0,107.0,8.0,27.0,"1,60",84.0,8,23.0,45.0,53%,14,16%,125.0,7.0,8.0,56,45%,11.0,"2,20",69,104,8,20,"1,60",80,8,29,34,42%,10,12%,117,10,11,53,45%,8,"1,60",1
"14.11.2016, 19:00",Stocznia Szczecin,Jastrzębski Węgiel,1,3,49.0,81.0,5.0,11.0,"1,25",77.0,8,16.0,33.0,42%,15,19%,95.0,8.0,11.0,35,37%,9.0,"2,25",76,97,8,20,"2,00",70,5,20,36,51%,21,30%,107,5,9,57,53%,11,"2,75",1
"12.11.2016, 14:45",PGE Skra Bełchatów,Czarni Radom,3,0,49.0,74.0,5.0,16.0,"1,67",42.0,3,12.0,20.0,47%,7,16%,77.0,6.0,4.0,41,53%,3.0,"1,00",29,54,3,12,"1,00",58,5,26,22,37%,7,12%,64,11,3,22,34%,4,"1,33",0
"11.11.2016, 14:45",Trefl Gdańsk,Cuprum Lubin,3,2,75.0,99.0,9.0,15.0,"1,80",86.0,8,25.0,42.0,48%,10,11%,111.0,8.0,12.0,53,48%,13.0,"2,60",74,102,8,16,"1,60",84,9,29,33,39%,17,20%,119,8,13,54,45%,12,"2,40",0
"19.11.2016, 18:00",Cuprum Lubin,Projekt Warszawa,3,1,71.0,95.0,4.0,8.0,"1,00",68.0,2,22.0,36.0,52%,21,30%,113.0,6.0,10.0,58,51%,9.0,"2,25",63,79,2,11,"0,50",87,4,22,48,55%,26,29%,114,10,9,51,45%,10,"2,50",0
"19.11.2016, 14:45",Czarni Radom,Trefl Gdańsk,3,1,82.0,107.0,6.0,20.0,"1,50",88.0,6,22.0,40.0,45%,20,22%,120.0,5.0,9.0,71,59%,5.0,"1,25",76,106,6,18,"1,50",87,6,16,45,51%,18,20%,112,7,5,61,54%,9,"2,25",0
"09.11.2016, 18:00",Jastrzębski Węgiel,PGE Skra Bełchatów,3,2,77.0,109.0,6.0,12.0,"1,20",80.0,3,21.0,39.0,48%,14,17%,129.0,9.0,10.0,61,47%,10.0,"2,00",79,105,3,25,"0,60",96,5,23,48,50%,21,21%,134,6,10,66,49%,10,"2,00",0
"19.11.2016, 17:00",GKS Katowice,Stocznia Szczecin,3,1,71.0,105.0,9.0,18.0,"2,25",73.0,7,9.0,29.0,39%,12,16%,105.0,4.0,11.0,48,46%,14.0,"3,50",68,94,7,21,"1,75",87,9,10,41,47%,26,29%,112,10,14,50,45%,11,"2,75",0
"19.11.2016, 17:00",Chemik Bydgoszcz,Asseco Resovia,0,3,43.0,60.0,2.0,13.0,"0,67",62.0,4,16.0,31.0,50%,14,22%,79.0,6.0,7.0,39,49%,2.0,"0,67",49,74,4,12,"1,33",47,2,11,26,55%,11,23%,63,2,2,38,60%,7,"2,33",1
"18.11.2016, 20:15",AZS Olsztyn,ZAKSA Kędzierzyn-Koźle,0,3,35.0,58.0,2.0,12.0,"0,67",59.0,4,14.0,26.0,44%,10,16%,73.0,5.0,9.0,29,40%,4.0,"1,33",57,73,4,14,"1,33",46,2,12,22,47%,11,23%,78,3,4,44,56%,9,"3,00",1
"19.11.2016, 17:00",AZS Częstochowa,MKS Będzin,2,3,77.0,111.0,5.0,13.0,"1,00",96.0,1,33.0,50.0,52%,30,31%,135.0,14.0,18.0,64,47%,8.0,"1,60",80,110,1,14,"0,20",98,5,31,48,48%,18,18%,125,16,8,61,49%,18,"3,60",1
"17.11.2016, 18:00",BBTS Bielsko-Biała,Społem Kielce,2,3,74.0,105.0,7.0,9.0,"1,40",95.0,2,22.0,51.0,53%,33,34%,139.0,10.0,16.0,55,40%,12.0,"2,40",88,109,2,14,"0,40",96,7,20,44,45%,28,29%,148,13,12,70,47%,16,"3,20",1
"25.11.2016, 18:00",Społem Kielce,Projekt Warszawa,1,3,70.0,94.0,5.0,18.0,"1,25",90.0,4,21.0,53.0,58%,30,33%,113.0,9.0,10.0,55,49%,10.0,"2,50",69,101,4,11,"1,00",76,5,17,41,53%,31,40%,105,9,10,55,52%,10,"2,50",1
"26.11.2016, 17:00",ZAKSA Kędzierzyn-Koźle,AZS Częstochowa,3,0,53.0,73.0,8.0,10.0,"2,67",40.0,3,7.0,18.0,45%,8,20%,69.0,5.0,7.0,40,58%,5.0,"1,67",36,53,3,13,"1,00",63,8,21,27,42%,6,9%,65,5,5,26,40%,7,"2,33",0
"26.11.2016, 18:00",MKS Będzin,BBTS Bielsko-Biała,3,0,54.0,73.0,9.0,9.0,"3,00",35.0,5,6.0,19.0,54%,8,22%,61.0,2.0,4.0,36,59%,9.0,"3,00",32,46,5,11,"1,67",64,9,18,27,42%,6,9%,65,5,9,23,35%,4,"1,33",0
"26.11.2016, 20:00",Asseco Resovia,AZS Olsztyn,3,1,77.0,96.0,7.0,12.0,"1,75",75.0,4,22.0,36.0,48%,15,20%,109.0,4.0,6.0,59,54%,11.0,"2,75",66,87,4,12,"1,00",84,7,25,48,57%,17,20%,119,5,11,56,47%,6,"1,50",0
"27.11.2016, 20:00",Stocznia Szczecin,Chemik Bydgoszcz,3,2,71.0,101.0,7.0,17.0,"1,40",79.0,5,15.0,38.0,48%,22,27%,102.0,7.0,12.0,51,50%,13.0,"2,60",73,97,5,18,"1,00",84,7,13,39,46%,23,27%,110,5,13,56,51%,12,"2,40",0
"25.11.2016, 20:15",PGE Skra Bełchatów,GKS Katowice,3,0,57.0,73.0,8.0,12.0,"2,67",49.0,2,10.0,31.0,63%,15,30%,72.0,4.0,4.0,40,56%,9.0,"3,00",36,60,2,11,"0,67",61,8,26,16,26%,7,11%,68,6,9,30,44%,4,"1,33",0
"26.11.2016, 14:45",Jastrzębski Węgiel,Trefl Gdańsk,3,2,78.0,110.0,9.0,23.0,"1,80",84.0,8,14.0,42.0,50%,23,27%,114.0,10.0,10.0,62,54%,7.0,"1,40",66,104,8,20,"1,60",87,9,9,45,51%,20,22%,109,9,7,48,44%,10,"2,00",0
"24.11.2016, 18:00",Cuprum Lubin,Czarni Radom,1,3,76.0,104.0,2.0,13.0,"0,50",88.0,2,33.0,36.0,40%,7,7%,134.0,7.0,13.0,64,48%,10.0,"2,50",86,106,2,18,"0,50",91,2,15,64,70%,37,40%,134,7,10,71,53%,13,"3,25",1
"29.11.2016, 18:00",Czarni Radom,Projekt Warszawa,3,1,70.0,96.0,3.0,18.0,"0,75",71.0,1,9.0,49.0,69%,24,33%,115.0,5.0,10.0,62,54%,5.0,"1,25",63,88,1,17,"0,25",78,3,17,40,51%,25,32%,102,7,5,52,51%,10,"2,50",0
"30.11.2016, 18:00",Jastrzębski Węgiel,Cuprum Lubin,2,3,74.0,103.0,5.0,19.0,"1,00",81.0,4,11.0,50.0,61%,26,32%,126.0,14.0,10.0,61,48%,8.0,"1,60",67,101,4,20,"0,80",84,5,21,30,35%,12,14%,122,7,8,53,43%,10,"2,00",1
"30.11.2016, 20:00",Trefl Gdańsk,GKS Katowice,0,3,40.0,62.0,2.0,11.0,"0,67",59.0,8,17.0,30.0,50%,14,23%,66.0,5.0,10.0,29,44%,9.0,"3,00",55,73,8,14,"2,67",51,2,14,24,47%,11,21%,76,6,9,37,49%,10,"3,33",1
"30.11.2016, 18:00",Chemik Bydgoszcz,PGE Skra Bełchatów,0,3,48.0,67.0,3.0,10.0,"1,00",64.0,7,21.0,28.0,43%,9,14%,79.0,5.0,7.0,40,51%,5.0,"1,67",57,73,7,9,"2,33",57,3,11,37,64%,12,21%,91,7,5,43,47%,7,"2,33",1
"30.11.2016, 18:00",AZS Olsztyn,Stocznia Szczecin,3,1,73.0,103.0,9.0,18.0,"2,25",71.0,3,12.0,32.0,45%,12,16%,96.0,8.0,7.0,54,56%,10.0,"2,50",63,91,3,20,"0,75",85,9,16,41,48%,17,20%,98,7,10,53,54%,7,"1,75",0
"30.11.2016, 20:30",AZS Częstochowa,Asseco Resovia,0,3,42.0,63.0,3.0,13.0,"1,00",60.0,8,21.0,23.0,38%,15,25%,73.0,7.0,3.0,32,44%,7.0,"2,33",53,74,8,14,"2,67",50,3,20,18,36%,5,10%,78,4,7,42,54%,3,"1,00",1
"30.11.2016, 18:00",BBTS Bielsko-Biała,ZAKSA Kędzierzyn-Koźle,0,3,30.0,49.0,0.0,8.0,"0,00",62.0,6,21.0,25.0,40%,12,19%,81.0,9.0,10.0,26,32%,4.0,"1,33",53,73,6,11,"2,00",41,0,6,26,63%,14,34%,74,4,4,37,50%,10,"3,33",1
"30.11.2016, 18:00",Społem Kielce,MKS Będzin,2,3,73.0,97.0,5.0,17.0,"1,00",96.0,7,34.0,40.0,41%,20,20%,129.0,9.0,6.0,62,48%,6.0,"1,20",82,110,7,14,"1,40",80,5,21,36,45%,23,28%,118,7,6,69,58%,6,"1,20",1
"03.12.2016, 20:00",Projekt Warszawa,MKS Będzin,3,2,88.0,124.0,8.0,23.0,"1,60",86.0,7,18.0,44.0,51%,18,20%,108.0,10.0,5.0,67,62%,13.0,"2,60",69,105,7,19,"1,40",101,8,25,50,49%,25,24%,132,11,13,57,43%,5,"1,00",0
"03.12.2016, 16:30",ZAKSA Kędzierzyn-Koźle,Społem Kielce,3,0,61.0,77.0,3.0,13.0,"1,00",59.0,3,23.0,26.0,44%,8,13%,92.0,5.0,3.0,50,54%,8.0,"2,67",47,66,3,7,"1,00",64,3,25,26,40%,12,18%,81,6,8,41,51%,3,"1,00",0
"03.12.2016, 17:00",Asseco Resovia,BBTS Bielsko-Biała,3,2,74.0,113.0,10.0,22.0,"2,00",73.0,4,19.0,45.0,61%,17,23%,108.0,11.0,1.0,58,54%,6.0,"1,20",61,97,4,24,"0,80",91,10,26,44,48%,15,16%,109,6,6,56,51%,1,"0,20",0
"05.12.2016, 18:00",Stocznia Szczecin,AZS Częstochowa,3,2,74.0,104.0,2.0,14.0,"0,40",86.0,8,20.0,43.0,50%,24,27%,130.0,10.0,18.0,60,46%,12.0,"2,40",77,104,8,18,"1,60",90,2,29,42,46%,29,32%,115,9,13,51,44%,18,"3,60",0
"03.12.2016, 14:45",PGE Skra Bełchatów,AZS Olsztyn,3,1,74.0,99.0,9.0,21.0,"2,25",66.0,5,22.0,34.0,51%,18,27%,96.0,5.0,10.0,53,55%,12.0,"3,00",56,84,5,18,"1,25",78,9,23,32,41%,11,14%,107,5,12,41,38%,10,"2,50",0
"04.12.2016, 16:00",Trefl Gdańsk,Chemik Bydgoszcz,3,1,87.0,110.0,3.0,19.0,"0,75",73.0,3,15.0,46.0,63%,24,32%,124.0,7.0,6.0,69,56%,15.0,"3,75",59,89,3,16,"0,75",91,3,25,50,54%,29,31%,121,6,15,50,41%,6,"1,50",0
"06.12.2016, 18:00",Cuprum Lubin,GKS Katowice,3,2,78.0,118.0,6.0,29.0,"1,20",83.0,3,18.0,49.0,59%,22,26%,126.0,3.0,13.0,68,54%,4.0,"0,80",72,109,3,26,"0,60",89,6,24,45,50%,21,23%,126,11,4,56,44%,13,"2,60",0
"02.12.2016, 20:15",Czarni Radom,Jastrzębski Węgiel,1,3,60.0,91.0,3.0,24.0,"0,75",83.0,6,21.0,37.0,44%,14,16%,115.0,9.0,8.0,51,44%,6.0,"1,50",64,100,6,17,"1,50",67,3,9,39,58%,21,31%,104,10,6,50,48%,8,"2,00",1
"10.12.2016, 14:45",Jastrzębski Węgiel,Projekt Warszawa,3,2,68.0,112.0,3.0,15.0,"0,60",77.0,8,18.0,33.0,42%,22,28%,113.0,4.0,10.0,62,55%,3.0,"0,60",81,105,8,28,"1,60",97,3,24,46,47%,24,24%,116,12,3,63,54%,10,"2,00",0
"10.12.2016, 17:00",GKS Katowice,Czarni Radom,0,3,53.0,70.0,3.0,16.0,"1,00",65.0,6,17.0,28.0,43%,16,24%,86.0,4.0,8.0,43,50%,7.0,"2,33",58,78,6,13,"2,00",54,3,14,22,40%,14,25%,76,1,7,44,58%,8,"2,67",1
"09.12.2016, 18:00",Chemik Bydgoszcz,Cuprum Lubin,1,3,68.0,91.0,6.0,14.0,"1,50",86.0,9,20.0,46.0,53%,8,9%,117.0,8.0,7.0,57,49%,5.0,"1,25",74,99,9,13,"2,25",77,6,33,27,35%,6,7%,128,4,5,58,45%,7,"1,75",1
"09.12.2016, 20:15",AZS Olsztyn,Trefl Gdańsk,3,2,78.0,99.0,8.0,13.0,"1,60",81.0,6,27.0,33.0,40%,10,12%,120.0,8.0,13.0,67,56%,3.0,"0,60",72,100,6,19,"1,20",86,8,27,31,36%,17,19%,107,1,3,53,50%,13,"2,60",0
"10.12.2016, 20:00",AZS Częstochowa,PGE Skra Bełchatów,1,3,61.0,89.0,5.0,11.0,"1,25",88.0,4,30.0,45.0,51%,29,32%,107.0,9.0,8.0,49,46%,7.0,"1,75",74,102,4,14,"1,00",78,5,20,39,50%,23,29%,111,9,7,62,56%,8,"2,00",1
"10.12.2016, 17:00",BBTS Bielsko-Biała,Stocznia Szczecin,3,1,59.0,94.0,4.0,8.0,"1,00",72.0,10,19.0,35.0,48%,23,31%,97.0,13.0,7.0,44,45%,11.0,"2,75",67,92,10,20,"2,50",86,4,20,44,51%,23,26%,105,10,11,50,48%,7,"1,75",0
"10.12.2016, 17:00",Społem Kielce,Asseco Resovia,0,3,40.0,64.0,2.0,9.0,"0,67",65.0,7,20.0,24.0,36%,15,23%,73.0,5.0,10.0,32,44%,6.0,"2,00",65,79,7,14,"2,33",55,2,10,30,54%,20,36%,79,6,6,48,61%,10,"3,33",1
"09.12.2016, 18:00",MKS Będzin,ZAKSA Kędzierzyn-Koźle,0,3,33.0,51.0,3.0,13.0,"1,00",64.0,7,20.0,22.0,34%,12,18%,70.0,4.0,14.0,24,34%,6.0,"2,00",56,74,7,10,"2,33",38,3,6,18,47%,7,18%,63,5,6,35,56%,14,"4,67",1
"14.12.2016, 20:30",Projekt Warszawa,ZAKSA Kędzierzyn-Koźle,0,3,39.0,57.0,2.0,10.0,"0,67",63.0,8,13.0,27.0,42%,11,17%,71.0,4.0,5.0,35,49%,2.0,"0,67",60,73,8,10,"2,67",47,2,8,29,61%,14,29%,76,6,2,47,62%,5,"1,67",1
"14.12.2016, 18:00",Asseco Resovia,MKS Będzin,3,0,52.0,74.0,7.0,20.0,"2,33",41.0,0,9.0,28.0,68%,12,29%,65.0,3.0,4.0,42,65%,3.0,"1,00",31,56,0,15,"0,00",54,7,27,17,31%,9,16%,60,5,3,27,45%,4,"1,33",0
"13.12.2016, 18:00",Stocznia Szczecin,Społem Kielce,3,0,56.0,80.0,3.0,16.0,"1,00",55.0,2,8.0,27.0,49%,17,30%,83.0,4.0,6.0,46,55%,7.0,"2,33",52,74,2,19,"0,67",64,3,15,26,40%,14,21%,78,4,8,44,56%,6,"2,00",0
"14.12.2016, 18:00",PGE Skra Bełchatów,BBTS Bielsko-Biała,3,0,56.0,73.0,7.0,14.0,"2,33",42.0,2,14.0,18.0,42%,8,19%,66.0,5.0,4.0,40,61%,9.0,"3,00",32,54,2,12,"0,67",59,7,26,18,30%,6,10%,70,5,9,26,37%,4,"1,33",0
"14.12.2016, 18:30",Trefl Gdańsk,AZS Częstochowa,3,1,75.0,96.0,3.0,21.0,"0,75",71.0,6,20.0,32.0,45%,16,22%,115.0,4.0,3.0,64,56%,8.0,"2,00",51,78,6,7,"1,50",75,3,29,35,46%,27,36%,114,10,8,42,37%,3,"0,75",0
"14.12.2016, 18:00",Cuprum Lubin,AZS Olsztyn,1,3,60.0,90.0,5.0,9.0,"1,25",80.0,6,21.0,35.0,43%,15,18%,112.0,8.0,10.0,43,38%,12.0,"3,00",76,95,6,15,"1,50",81,5,23,38,46%,13,16%,116,10,12,60,52%,10,"2,50",1
"14.12.2016, 18:00",Chemik Bydgoszcz,Czarni Radom,2,3,68.0,109.0,5.0,17.0,"1,00",86.0,6,31.0,39.0,45%,16,18%,117.0,6.0,13.0,47,40%,16.0,"3,20",76,103,6,17,"1,20",90,5,20,48,53%,11,12%,128,11,17,56,44%,14,"2,80",1
"14.12.2016, 18:00",Jastrzębski Węgiel,GKS Katowice,3,1,70.0,98.0,6.0,13.0,"1,50",57.0,5,16.0,19.0,33%,9,15%,99.0,4.0,12.0,51,52%,13.0,"3,25",55,77,5,20,"1,25",85,6,20,36,42%,10,11%,101,9,13,38,38%,12,"3,00",0
"17.12.2016, 17:00",GKS Katowice,Projekt Warszawa,2,3,83.0,111.0,5.0,18.0,"1,00",86.0,4,19.0,27.0,31%,18,20%,123.0,5.0,9.0,67,54%,11.0,"2,20",77,104,4,18,"0,80",93,5,17,43,46%,27,29%,132,6,11,64,48%,9,"1,80",1
"16.12.2016, 20:15",Chemik Bydgoszcz,Jastrzębski Węgiel,0,3,42.0,57.0,5.0,12.0,"1,67",67.0,5,9.0,39.0,58%,13,19%,76.0,12.0,5.0,30,39%,7.0,"2,33",50,74,5,7,"1,67",45,5,12,22,48%,5,11%,74,3,7,40,54%,5,"1,67",1
"18.12.2016, 15:00",AZS Olsztyn,Czarni Radom,3,1,67.0,96.0,6.0,12.0,"1,50",57.0,4,15.0,27.0,47%,13,22%,87.0,4.0,3.0,49,56%,12.0,"3,00",58,77,4,20,"1,00",84,6,28,32,38%,14,16%,108,7,12,51,47%,3,"0,75",0
"17.12.2016, 17:00",AZS Częstochowa,Cuprum Lubin,1,3,63.0,95.0,8.0,17.0,"2,00",81.0,6,17.0,49.0,60%,26,32%,102.0,5.0,9.0,45,44%,10.0,"2,50",74,100,6,19,"1,50",78,8,27,35,44%,11,14%,116,9,10,59,51%,9,"2,25",1
"17.12.2016, 17:00",Trefl Gdańsk,BBTS Bielsko-Biała,3,1,69.0,95.0,7.0,15.0,"1,75",63.0,0,13.0,38.0,60%,19,30%,111.0,9.0,5.0,51,46%,11.0,"2,75",54,80,0,17,"0,00",80,7,25,38,47%,17,21%,111,7,11,49,44%,5,"1,25",0
"17.12.2016, 18:00",Społem Kielce,PGE Skra Bełchatów,0,3,33.0,58.0,3.0,14.0,"1,00",56.0,4,18.0,18.0,32%,13,23%,63.0,5.0,4.0,30,48%,0.0,"0,00",52,74,4,18,"1,33",44,3,10,27,61%,18,40%,66,5,0,44,67%,4,"1,33",1
"19.12.2016, 18:00",MKS Będzin,Stocznia Szczecin,3,0,53.0,73.0,3.0,10.0,"1,00",49.0,7,14.0,16.0,32%,4,8%,71.0,8.0,2.0,41,58%,9.0,"3,00",35,58,7,9,"2,33",62,3,17,24,38%,11,17%,76,8,9,26,34%,2,"0,67",0
"17.12.2016, 14:45",ZAKSA Kędzierzyn-Koźle,Asseco Resovia,2,3,67.0,104.0,4.0,14.0,"0,80",79.0,7,20.0,34.0,43%,21,26%,114.0,9.0,11.0,54,47%,9.0,"1,80",74,101,7,22,"1,40",90,4,27,38,42%,23,25%,125,13,9,56,45%,11,"2,20",1
"30.12.2016, 20:15",Asseco Resovia,Projekt Warszawa,3,0,49.0,74.0,8.0,16.0,"2,67",40.0,4,7.0,26.0,65%,12,30%,61.0,3.0,4.0,37,61%,4.0,"1,33",33,55,4,15,"1,33",58,8,28,16,27%,5,8%,59,7,4,25,42%,4,"1,33",0
"30.12.2016, 18:00",ZAKSA Kędzierzyn-Koźle,Stocznia Szczecin,3,0,50.0,74.0,5.0,7.0,"1,67",41.0,1,7.0,23.0,56%,11,26%,71.0,4.0,3.0,38,54%,7.0,"2,33",40,53,1,12,"0,33",67,5,23,31,46%,14,20%,80,7,7,36,45%,3,"1,00",0
"30.12.2016, 19:00",MKS Będzin,PGE Skra Bełchatów,2,3,69.0,104.0,5.0,20.0,"1,00",89.0,6,23.0,37.0,41%,16,17%,117.0,7.0,13.0,53,45%,11.0,"2,20",84,113,6,24,"1,20",84,5,25,36,42%,18,21%,125,8,11,65,52%,13,"2,60",1
"21.12.2016, 18:00",Społem Kielce,Trefl Gdańsk,0,3,48.0,61.0,2.0,12.0,"0,67",64.0,2,18.0,30.0,46%,15,23%,85.0,7.0,9.0,41,48%,5.0,"1,67",55,73,2,9,"0,67",49,2,17,23,46%,15,30%,76,2,5,44,58%,9,"3,00",1
"30.12.2016, 18:00",Cuprum Lubin,BBTS Bielsko-Biała,3,0,53.0,74.0,8.0,12.0,"2,67",43.0,3,10.0,25.0,58%,10,23%,71.0,4.0,3.0,41,58%,4.0,"1,33",39,58,3,15,"1,00",62,8,16,31,50%,9,14%,75,6,4,33,44%,3,"1,00",0
"30.12.2016, 18:00",AZS Częstochowa,Czarni Radom,0,3,33.0,50.0,3.0,12.0,"1,00",63.0,6,21.0,33.0,52%,17,26%,71.0,8.0,8.0,26,37%,4.0,"1,33",53,74,6,11,"2,00",38,3,9,21,55%,12,31%,63,2,4,39,62%,8,"2,67",1
"22.12.2016, 20:30",AZS Olsztyn,Jastrzębski Węgiel,3,1,73.0,100.0,4.0,15.0,"1,00",79.0,5,25.0,38.0,48%,19,24%,103.0,5.0,10.0,55,53%,14.0,"3,50",72,93,5,14,"1,25",85,4,31,36,42%,15,17%,120,12,14,57,48%,10,"2,50",0
"30.12.2016, 18:00",Chemik Bydgoszcz,GKS Katowice,2,3,81.0,106.0,7.0,14.0,"1,40",93.0,4,20.0,54.0,58%,16,17%,139.0,8.0,11.0,61,44%,13.0,"2,60",82,108,4,15,"0,80",92,7,31,41,44%,18,19%,137,5,13,67,49%,11,"2,20",1
"06.01.2017, 20:15",Chemik Bydgoszcz,Projekt Warszawa,0,3,46.0,64.0,3.0,14.0,"1,00",64.0,5,16.0,36.0,56%,9,14%,89.0,8.0,8.0,38,43%,5.0,"1,67",54,77,5,13,"1,67",50,3,13,25,50%,10,20%,78,3,5,41,53%,8,"2,67",1
"08.01.2017, 14:45",GKS Katowice,AZS Olsztyn,0,3,37.0,51.0,2.0,17.0,"0,67",66.0,2,12.0,23.0,34%,15,22%,81.0,8.0,7.0,32,40%,3.0,"1,00",44,73,2,7,"0,67",34,2,4,15,44%,9,26%,65,4,3,35,54%,7,"2,33",1
"07.01.2017, 15:00",Jastrzębski Węgiel,AZS Częstochowa,3,0,54.0,74.0,6.0,13.0,"2,00",40.0,1,10.0,19.0,47%,9,22%,62.0,7.0,5.0,35,56%,13.0,"4,33",29,51,1,11,"0,33",61,6,18,25,40%,12,19%,63,6,13,23,37%,5,"1,67",0
